paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles
80,96,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,239,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,96,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,600,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,30,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,60,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,39,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,95,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,81,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,239,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,81,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,600,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,0,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,60,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,0,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,95,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,14,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,239,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,37,C-C coupling,tetrahydrofuran,monolithic flow reactor,,2019.0,tR_generic,600,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,89,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,60,,120,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,92,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,95,,120,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,99,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,239,,120,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,99,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,600,,120,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,67,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,60,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,87,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,95,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,100,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,239,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,98,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,600,,100,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,61,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,60,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,74,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,95,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,92,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,239,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,100,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,600,,80,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,50,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,60,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,60,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,95,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,76,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,239,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
80,82,C-C coupling,tetrahydrofuran,flow microreactor,,2019.0,tR_generic,600,,60,,bromobenzene,n-BuLi,aryllithium (then borylated to arylboronate),p-iodobenzonitrile,synthetic,biphenyl-4-carbonitrile,,0.50,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,N#Cc1ccc(I)cc1,N#Cc1ccc(-c2ccccc2)cc1
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,0.0316,,20,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,10,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,1.0,,20,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,13,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,10.0,,20,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,0.0316,,0,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,15,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,1.0,,0,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,26,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,10.0,,0,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,0.0316,,-30,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,1.0,,-30,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,15,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,10.0,,-30,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,0.0316,,-40,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,1.0,,-40,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Asai et al. 2012 - Practical synthesis of photochromic diarylethenes in integrated flow microreactor systems,0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/cssc.201100376,2012.0,tR2,,10.0,,-40,Cc1sc(-c2ccccc2)nc1Br,n-BuLi,heteroaryllithium,octafluorocyclopentene,synthetic,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F,0.10,0.42,1.05,0.15,Cc1sc(-c2ccccc2)nc1Br,CCCC[Li],Cc1sc(-c2ccccc2)nc1[Li],FC1=C(F)C(F)(F)C(F)(F)C1(F)F,Cc1sc(-c2ccccc2)nc1C1=C(c2c(C)sc(-c3ccccc3)c2C)C(F)(F)C(F)(F)C1(F)F
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),58,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.003,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),53,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.01,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),39,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.032,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),47,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.1,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),7,halogen-metal exchange,THF,flow microreactor,,2019,tR1,1.0,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),1,halogen-metal exchange,THF,flow microreactor,,2019,tR1,10.0,,0,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),56,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.003,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),62,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.01,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),57,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.032,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),52,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.1,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),25,halogen-metal exchange,THF,flow microreactor,,2019,tR1,1.0,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),15,halogen-metal exchange,THF,flow microreactor,,2019,tR1,10.0,,-20,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),66,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.003,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),69,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.01,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),66,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.032,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),53,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.1,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),50,halogen-metal exchange,THF,flow microreactor,,2019,tR1,1.0,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),24,halogen-metal exchange,THF,flow microreactor,,2019,tR1,10.0,,-40,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),50,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.003,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),79,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.01,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),69,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.032,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),64,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.1,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),56,halogen-metal exchange,THF,flow microreactor,,2019,tR1,1.0,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),40,halogen-metal exchange,THF,flow microreactor,,2019,tR1,10.0,,-60,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),25,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.003,,-78,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),56,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.01,,-78,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),69,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.032,,-78,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),65,halogen-metal exchange,THF,flow microreactor,,2019,tR1,0.1,,-78,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
Nagaki et al. 2019 - Alkyllithium compounds bearing electrophilic functional groups - A flash chemistry approach (Angew Chem),57,halogen-metal exchange,THF,flow microreactor,,2019,tR1,1.0,,-78,,,s-BuLi,alkyllithium bearing EWG,tributylstannyl chloride,synthetic,,,,,,,CCC([Li])C,,,
