paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles,vlm_tR1_s_original,vlm_tR2_s_original,yield_yolo,data_note
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,31.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.13335,,0.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.1,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,29.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,1.77828,,0.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,1.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,14.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,17.78279,,0.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,10.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,60.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.00133,,-20.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.003,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,45.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.01778,,-20.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.01,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,43.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.13335,,-20.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.1,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,34.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,1.77828,,-20.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,1.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,17.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,17.78279,,-20.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,10.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,62.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.00133,,-40.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.003,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,56.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.01778,,-40.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.01,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,46.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.13335,,-40.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.1,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,40.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,1.77828,,-40.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,1.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,25.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,17.78279,,-40.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,10.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,65.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.00133,,-60.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.003,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,57.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.01778,,-60.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.01,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,58.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.13335,,-60.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.1,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,42.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,1.77828,,-60.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,1.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,38.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,17.78279,,-60.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,10.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,68.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.00133,,-78.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.003,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,61.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.01778,,-78.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.01,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,60.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,0.13335,,-78.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,0.1,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,49.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,1.77828,,-78.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,1.0,,,
Nagaki et al. 2015 - Benzyllithiums bearing aldehyde carbonyl groups. A flash chemistry approach,44.0,reductive lithiation,THF,flow microreactor,10.1039/c5ob00958h,2015.0,tR1,17.78279,,-78.0,,p-propanoylbenzyl chloride,lithium naphthalenide (LiNp),benzyllithium bearing aldehyde,methanol,quench_probe,,,,,,CCC(=O)c1ccc(CCl)cc1,[Li],,,,10.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,92.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,75.5358,,120.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,60.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,95.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,111.7254,,120.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,95.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,93.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,274.2528,,120.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,239.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,100.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,600.0,,120.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,600.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,66.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,75.5358,,100.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,60.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,81.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,111.7254,,100.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,95.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,96.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,274.2528,,100.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,239.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,96.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,600.0,,100.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,600.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,30.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,75.5358,,80.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,60.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,39.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,111.7254,,80.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,95.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,81.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,274.2528,,80.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,239.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,81.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,600.0,,80.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,600.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,0.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,75.5358,,60.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,60.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,0.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,111.7254,,60.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,95.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,14.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,274.2528,,60.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,239.0,,,
Nagaki et al. 2016 - Integration of borylation of aryllithiums and Suzuki-Miyaura coupling using monolithic Pd catalyst,37.0,C-C coupling,THF,monolithic flow reactor,10.1039/c5cy02098k,2016.0,tR_generic,600.0,,60.0,,bromobenzene,n-BuLi,phenyllithium (then borylated),p-bromobenzonitrile,synthetic,,,,,,Brc1ccccc1,CCCC[Li],[Li]c1ccccc1,,,600.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,51.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,88.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,88.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,87.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,47.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.316,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,23.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,87.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,89.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,88.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,89.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,77.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,73.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-60.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,88.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-60.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,93.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,-60.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,93.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,-60.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,92.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-60.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,63.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-78.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,87.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-78.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,91.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,-78.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,95.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,-78.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,95.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-78.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,6.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,63.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,59.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,0.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,10.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,24.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-20.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.00316,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.00316,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.01,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.01,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,0.1,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,1.0,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,1.0,,,
Okamoto et al. 2026 - Reductive generation of anionic C1 carbenoid species attached to organosulfur functional groups,0.0,reductive lithiation,THF,flow microreactor,,2026.0,tR1,3.16,,-40.0,,,n-BuLi,anionic C1 carbenoid (thio-substituted),,synthetic,,,,,,,CCCC[Li],,,,3.16,,,
Miyagishi et al. 2024 - Expanding the scope of C-glycoside synthesis from unstable organolithium reagents using flow microreactors,87.0,halogen-metal exchange,THF,flow microreactor,,2024.0,tR_generic,0.1,,40.0,,,n-BuLi,aryllithium (for C-glycosylation),,synthetic,,,,,,,CCCC[Li],,,,0.1,,,
Miyagishi et al. 2024 - Expanding the scope of C-glycoside synthesis from unstable organolithium reagents using flow microreactors,88.0,halogen-metal exchange,THF,flow microreactor,,2024.0,tR_generic,0.316,,40.0,,,n-BuLi,aryllithium (for C-glycosylation),,synthetic,,,,,,,CCCC[Li],,,,0.316,,,
Miyagishi et al. 2024 - Expanding the scope of C-glycoside synthesis from unstable organolithium reagents using flow microreactors,86.0,halogen-metal exchange,THF,flow microreactor,,2024.0,tR_generic,1.0,,40.0,,,n-BuLi,aryllithium (for C-glycosylation),,synthetic,,,,,,,CCCC[Li],,,,1.0,,0.0,
Miyagishi et al. 2024 - Expanding the scope of C-glycoside synthesis from unstable organolithium reagents using flow microreactors,78.0,halogen-metal exchange,THF,flow microreactor,,2024.0,tR_generic,3.16,,40.0,,,n-BuLi,aryllithium (for C-glycosylation),,synthetic,,,,,,,CCCC[Li],,,,3.16,,7.0,
Miyagishi et al. 2024 - Expanding the scope of C-glycoside synthesis from unstable organolithium reagents using flow microreactors,81.0,halogen-metal exchange,THF,flow microreactor,,2024.0,tR_generic,10.0,,40.0,,,n-BuLi,aryllithium (for C-glycosylation),,synthetic,,,,,,,CCCC[Li],,,,10.0,,,
