paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 3,2,3-bromothiophene,,adamantanone,,adamantan-2-yl(thiophen-3-yl)methanol,,7b,92.0,isolated,,,,"nBuLi 1.5 equiv, MgCl2·LiCl 0.5 equiv, adamantanone 1.5 equiv",nucleophilic addition,-20.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 3,3,3-bromobenzo[b]thiophene,,dibutyl disulfide,,3-(butylthio)benzo[b]thiophene,,7c,94.0,isolated,,,,"nBuLi 1.5 equiv, MgCl2·LiCl 0.5 equiv, dibutyl disulfide 1.5 equiv",nucleophilic addition,-20.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 3,4,3-bromofuran,,cyclohexanone,,1-(furan-3-yl)cyclohexan-1-ol,,7d,60.0,isolated,,,,"nBuLi 1.5 equiv, MgCl2·LiCl 0.5 equiv, cyclohexanone 1.5 equiv",nucleophilic addition,-40.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,1,"2,4-dibromoquinoline",,norcamphor,,2-(2-bromoquinolin-4-yl)bicyclo[2.2.1]heptan-2-ol,,10a,58.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, norcamphor 1.5 equiv",nucleophilic addition,-20.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,2,"2,5-dibromopyridine",,norcamphor,,2-(6-bromopyridin-3-yl)bicyclo[2.2.1]heptan-2-ol,,10b,68.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, norcamphor 1.5 equiv",nucleophilic addition,0.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,3,"2,5-dibromopyridine",,adamantanone,,2-(6-bromopyridin-3-yl)adamantan-2-ol,,10c,67.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, adamantanone 1.5 equiv",nucleophilic addition,0.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,4,"2,5-dibromopyridine",,(4-chlorophenyl)(cyclopropyl)methanone,,1-(6-bromopyridin-3-yl)-1-phenylethan-1-ol,,10d,56.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, (4-chlorophenyl)(cyclopropyl)methanone 1.5 equiv",nucleophilic addition,0.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,5,"2,5-dibromopyridine",,cyclohexanone,,(6-bromopyridin-3-yl)(cyclohexyl)methanol,,10e,89.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, cyclohexanone 1.5 equiv",nucleophilic addition,0.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,6,"2,5-dibromopyridine",,3-bromocyclohex-1-ene,,6-bromo-3-(cyclohex-2-en-1-yl)pyridine,,10f,61.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, 3-bromocyclohex-1-ene 1.5 equiv, CuCN·2LiCl 0.1 equiv",C-C coupling,0.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,7,"2,5-dibromopyrazine",,cyclohexanone,,(6-bromopyrazin-2-yl)(cyclohexyl)methanol,,10g,67.0,isolated,,,,"nBuLi 0.9 equiv, MgCl2·LiCl 0.5 equiv, cyclohexanone 1.5 equiv",nucleophilic addition,-20.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,
Knochel et al. 2020 - Preparation of diorganomagnesium reagents by halog ... es and subsequent in situ trapping with MgCl2·LiCl in continuous flow,10.1055/s-0040-1707167,Table 4,8,"2,5-dibromopyrazine",,3-bromocyclohex-1-ene,,"2,6-bis(cyclohex-2-en-1-yl)pyrazine",,10h,62.0,isolated,,,,"nBuLi 1.8 equiv, MgCl2·LiCl 0.5 equiv, 3-bromocyclohex-1-ene 3.0 equiv, CuCN·2LiCl 0.2 equiv",C-C coupling,-20.0,1.3,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,tributyltin chloride,,Bu3Sn-substituted aryl isothiocyanate,,3a,84.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with Bu3SnCl gives product 3a in 84% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,tributyltin chloride,,Bu3Sn-substituted aryl isothiocyanate,,3a,84.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with Bu3SnCl gives product 3a in 84% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,trimethylsilyl triflate,,Me3Si-substituted aryl isothiocyanate,,3b,97.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with Me3SiOTf gives product 3b in 97% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,trimethylsilyl triflate,,Me3Si-substituted aryl isothiocyanate,,3b,97.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with Me3SiOTf gives product 3b in 97% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,methyl chloroformate,,MeO2C-substituted aryl isothiocyanate,,3c,93.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with ClCO2Me gives product 3c in 93% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,methyl chloroformate,,MeO2C-substituted aryl isothiocyanate,,3c,93.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with ClCO2Me gives product 3c in 93% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,methyl triflate,,Me-substituted aryl isothiocyanate,,3d,92.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with MeOTf gives product 3d in 92% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,methyl triflate,,Me-substituted aryl isothiocyanate,,3d,92.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with MeOTf gives product 3d in 92% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,diethyl oxalate,,diethyl oxalate adduct of aryl isothiocyanate,,3e,63.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with diethyl oxalate gives product 3e in 63% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,diethyl oxalate,,diethyl oxalate adduct of aryl isothiocyanate,,3e,63.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with diethyl oxalate gives product 3e in 63% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,p-iodophenyl isothiocyanate,,N-fluorobenzenesulfonimide (NFSI),,F-substituted aryl isothiocyanate,,3f,78.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of p-iodophenyl isothiocyanate followed by reaction with NFSI gives product 3f in 78% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,Table 2,,m-iodophenyl isothiocyanate,,N-fluorobenzenesulfonimide (NFSI),,F-substituted aryl isothiocyanate,,3f,78.0,isolated,,,,,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,From Table 2: I–Li exchange of m-iodophenyl isothiocyanate followed by reaction with NFSI gives product 3f in 78% isolated yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,5,p-iodophenyl isothiocyanate,,tributyltin chloride,,Bu3Sn-substituted aryl isothiocyanate,,2a,,GC,,,,"1.1 equiv RLi, 1.5 equiv tributyltin chloride",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,6,p-iodophenyl isothiocyanate,,trimethylsilyl triflate,,Me3Si-substituted aryl isothiocyanate,,2b,,GC,,,,"1.1 equiv RLi, 1.5 equiv Me3SiOTf",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,7,p-iodophenyl isothiocyanate,,methyl chloroformate,,MeO2C-substituted aryl isothiocyanate,,2c,,GC,,,,"1.1 equiv RLi, 1.5 equiv ClCO2Me",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,8,p-iodophenyl isothiocyanate,,methyl triflate,,Me-substituted aryl isothiocyanate,,2d,,GC,,,,"1.1 equiv RLi, 1.5 equiv MeOTf",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,9,p-iodophenyl isothiocyanate,,diethyl oxalate,,diethyl oxalate adduct of aryl isothiocyanate,,2e,,GC,,,,"1.1 equiv RLi, 1.5 equiv diethyl oxalate",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,10,p-iodophenyl isothiocyanate,,N-fluorobenzenesulfonimide (NFSI),,F-substituted aryl isothiocyanate,,2f,,GC,,,,"1.1 equiv RLi, 1.5 equiv NFSI",halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Reaction conducted with 1.1 equiv organolithium and 1.5 equiv electrophile; yields determined by GC per table note.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,1,p-halophenyl isothiocyanate,,MeLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv MeLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 1 in Table 1: Br–Li exchange using MeLi on bromoarene 1 gave poor yield of desired product.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,2,p-halophenyl isothiocyanate,,s-BuLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv s-BuLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 2 in Table 1: Br–Li exchange using s-BuLi on bromoarene 1 gave moderate yield of desired product.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,3,p-halophenyl isothiocyanate,,n-BuLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 3 in Table 1: Br–Li exchange using n-BuLi on bromoarene 1 gave moderate yield of desired product.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,4,p-halophenyl isothiocyanate,,PhLi,,byproduct from nucleophilic addition to NCS group,,,,GC,,,,1.1 equiv PhLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 4 in Table 1: Use of PhLi gave no desired product due to nucleophilic addition to NCS group.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,5,p-iodophenyl isothiocyanate,,MeLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv MeLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 5 in Table 1: I–Li exchange using MeLi on iodoarene 1 gave low yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,6,p-iodophenyl isothiocyanate,,s-BuLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv s-BuLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 6 in Table 1: I–Li exchange using s-BuLi on iodoarene 1 gave moderate yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,7,p-iodophenyl isothiocyanate,,n-BuLi,,NCS-substituted aryllithium intermediate,,,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 7 in Table 1: I–Li exchange using n-BuLi on iodoarene 1 gave moderate yield.
Yoshida et al. 2020 - Integrated synthesis using isothiocyanate-substituted aryllithiums by flow chemistry,10.1055/s-0040-1707251,page_3_table_1_extracted.csv,8,p-iodophenyl isothiocyanate,,PhLi,,NCS-substituted aryllithium intermediate,,,84.0,GC,,,,1.1 equiv PhLi,halogen-metal exchange,-40.0,0.014,tetrahydrofuran,T-shaped mixer + stainless-steel tubing,,Entry 8 in Table 1: I–Li exchange using PhLi on iodoarene 1 gave 84% yield of desired product.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5a/2c,2-bromopyridine,,2-adamantanone,,2-(pyridin-2-yl)adamantan-2-ol,,7ac,98.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5a/2d,2-bromopyridine,,(4-chlorophenyl)(cyclopropyl)methanone,,(4-Chlorophenyl)(cyclopropyl)(pyridin-2-yl)methanol,,7ad,99.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5a/2j,2-bromopyridine,,"2,2,4,4-tetramethylpentan-3-one",,"2,2,4,4-Tetramethyl-3-(pyridin-2-yl)pentan-3-ol",,7aj,93.0,isolated,,,,1.0 equiv each; tBuLi = 2.0 equiv,nucleophilic addition,-40.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5a/2k,2-bromopyridine,,N-methoxy-N-methylacetamide (Weinreb amide),,1-(pyridin-2-yl)ethan-1-one,,7ak,62.0,isolated,,,,1.0 equiv each; tBuLi = 2.0 equiv,nucleophilic addition,-40.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to Weinreb amide.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5a/2l,2-bromopyridine,,N-benzylideneaniline (imine),,N-benzyl-2-(pyridin-2-yl)aniline,,7al,59.0,isolated,,,,1.0 equiv each; tBuLi = 2.0 equiv,nucleophilic addition,-40.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to imine.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5b/2c,3-bromopyridine,,2-adamantanone,,2-(pyridin-3-yl)adamantan-2-ol,,7bc,60.0,isolated,,,,1.0 equiv each; tBuLi = 2.0 equiv,nucleophilic addition,0.0,7.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5c/2c,"2,5-dibromopyridine",,2-adamantanone,,2-(5-bromopyridin-2-yl)adamantan-2-ol,,7cc,64.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.15,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with regioselective bromine–lithium exchange at C2 position followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5c/2m,"2,5-dibromopyridine",,"2,4-dimethylpentan-3-one",,"2-(5-bromopyridin-2-yl)-2,4-dimethylpentan-3-ol",,7cm,53.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.15,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with regioselective bromine–lithium exchange at C2 position followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5d/2d,3-iodo-2-methylpyridine,,(4-chlorophenyl)(cyclopropyl)methanone,,(4-Chlorophenyl)(cyclopropyl)(3-methylpyridin-2-yl)methanol,,7dd,81.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5d/2n,3-iodo-2-methylpyridine,,"2,4-dimethylpentan-3-one",,"2-(3-methylpyridin-2-yl)-2,4-dimethylpentan-3-ol",,7dn,92.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5e/2n,2-iodopyrimidine,,"2,4-dimethylpentan-3-one",,"2-(pyrimidin-2-yl)-2,4-dimethylpentan-3-ol",,7en,99.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Weidmann et al. 2020 - Halogen–lithium exchange of sensitive (hetero)aromatic halides under Barbier conditions in a continuous flow set-up,10.1055/s-0040-1707259,Table 1,5e/2o,2-iodopyrimidine,,"2,2,4,4-tetramethylpentan-3-one",,"2,2,4,4-tetramethyl-3-(pyrimidin-2-yl)pentan-3-ol",,7eo,79.0,isolated,,,,1.0 equiv each; nBuLi = 0.9 equiv,nucleophilic addition,-78.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Reaction performed under Barbier conditions with in situ halogen–lithium exchange followed by nucleophilic addition to ketone.
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 1,,2-bromopyridine,,n-BuLi,,2-methylpyridine,,,70.0,GC,,,,,halogen-metal exchange,-28.0,0.055,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; bromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.60 M in THF; flow rates: bromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min. Solvent system is mixed (THF + hexane)."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 1,,3-bromopyridine,,n-BuLi,,3-methylpyridine,,,70.0,GC,,,,,halogen-metal exchange,-28.0,0.055,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; bromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.60 M in THF; flow rates: bromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 1,,2-bromo-3-methylpyridine,,n-BuLi,,2-methyl-3-methylpyridine,,,74.0,GC,,,,,halogen-metal exchange,-28.0,0.78,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; bromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.60 M in THF; flow rates: bromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 1,,2-bromo-5-methylpyridine,,n-BuLi,,2-methyl-5-methylpyridine,,,76.0,GC,,,,,halogen-metal exchange,-28.0,0.78,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; bromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.60 M in THF; flow rates: bromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
